cod;nome;período;de-jovens -UF.csv;mulheres-negras;homens-negros;mulheres-nao-negras;de-jovens-mulheres;de-mulheres-por-armas-de-fogo;de-jovens-homens;homicidios;de-jovens-por-armas-de-fogo;mulheres;por-armas-de-fogo;negros;de-homens-por-armas-de-fogo;homens-nao-negros;nao-negros;homens
23;CE;1995;22.81;;;;1.87;0.52;45.4;12.59;10.49;1.59;5.35;;10.4;;;24.25
23;CE;1996;24.31;;;;3.844;0.83;45.72;13.0;10.32;2.41;5.15;;9.64;;;24.1
23;CE;1997;29.63;;;;3.69;0.87;59.5;14.83;13.21;2.39;6.47;;12.3;;;36.01
23;CE;1998;25.62;;;;2.84;0.72;49.69;13.49;13.08;1.56;6.89;;13.3;;;25.68
23;CE;1999;25.84;;;;3.388;0.85;48.9;15.53;13.47;2.5;7.43;;14.3;;;28.07
23;CE;2000;29.35;1.96;26.48;2.24;4.07;1.38;54.67;17.19;16.09;2.72;9.12;13.95;22.93;15.6;8.59;30.18
23;CE;2001;30.11;2.19;26.12;1.52;4.35;1.08;55.86;17.01;15.86;2.88;8.45;13.68;22.55;13.09;7.04;30.75
23;CE;2002;32.97;1.77;25.73;1.18;5.43;1.22;60.46;18.88;19.09;3.11;9.68;13.41;20.07;10.31;5.52;34.2
23;CE;2003;34.15;1.41;26.37;0.79;3.9;1.13;64.32;20.15;19.89;2.53;10.9;13.58;20.45;12.64;6.52;37.32
23;CE;2004;35.92;1.58;24.6;1.1;4.53;1.24;67.19;20.12;22.79;2.98;11.48;12.84;23.5;10.05;5.39;36.82
23;CE;2005;40.37;1.62;27.31;1.12;5.07;1.58;75.42;20.98;26.25;3.42;12.5;14.11;23.57;10.41;5.62;38.78
23;CE;2006;39.76;2.29;33.58;1.21;4.32;1.02;74.98;21.81;27.13;3.17;12.9;17.56;16.25;11.4;6.13;40.89
23;CE;2007;44.55;2.95;47.26;1.89;4.19;1.01;84.63;23.19;31.68;2.95;14.95;24.59;13.42;13.95;7.74;44.07
23;CE;2008;46.87;2.55;46.63;1.28;3.49;1.11;89.91;23.89;33.28;2.71;15.76;24.17;20.93;13.52;7.19;45.96
23;CE;2009;49.29;2.6;44.22;1.87;5.3;1.56;92.75;25.33;37.79;3.16;17.68;22.82;24.22;13.83;7.54;48.49
23;CE;2010;61.41;3.69;56.03;1.89;5.12;2.33;117.23;31.8;50.11;3.92;24.35;29.19;40.16;21.29;11.08;59.72
23;CE;2011;64.44;3.6;54.7;1.58;6.85;2.67;121.54;32.73;51.66;4.25;24.18;28.59;41.47;18.53;9.6;61.33
23;CE;2012;95.88;3.59;61.12;1.81;7.77;3.17;183.28;44.63;83.61;4.89;36.43;31.87;53.19;17.88;9.28;84.68
23;CE;2013;111.7;4.08;68.3;2.43;12.19;4.43;210.44;50.95;98.16;6.16;41.64;35.78;65.18;19.35;10.25;97.42
23;CE;2014;117.31;4.71;76.87;1.77;11.23;4.4;222.59;52.31;102.94;6.27;42.92;40.05;61.21;21.28;10.68;100.14
23;CE;2015;101.87;4.94;68.03;1.51;8.35;3.63;194.7;46.75;90.06;5.55;38.1;35.82;64.72;17.79;9.01;89.6
23;CE;2016;87.66;4.6;73.47;1.02;8.62;3.02;166.13;40.63;74.82;4.73;32.44;38.92;51.51;17.01;8.32;78.01
23;CE;2017;140.25;9.89;143.16;2.38;16.987;6.08;262.58;60.23;126.92;8.06;52.08;75.64;93.49;24.34;12.73;114.61
23;CE;2018;118.44;12.86;129.44;3.33;22.68;8.12;214.88;53.99;106.64;10.17;46.32;69.5;89.65;27.96;14.75;99.71
23;CE;2019;54.46;5.87;63.91;1.52;9.74;3.38;99.52;26.47;46.96;4.7;20.81;33.99;65.43;12.66;6.66;49.23
23;CE;2020;99.8;8.64;102.8;1.6;13.2;5.34;185.8;43.45;90.39;6.74;37.47;55.39;9.47;18.21;9.2;82.4
23;CE;2021;84.88;8.52;88.05;2.71;14.39;5.54;159.55;37.56;88.87;7.05;32.17;47.08;60.46;19.45;10.33;69.97
53;DF;1980;;;;;3.381;;36.83;12.32;;2.16;1.78;;;;;
53;DF;1981;;;;;5.181;;38.06;13.89;;3.22;6.7;;;;;
53;DF;1982;;;;;2.744;;51.0;15.76;;2.18;8.08;;;;;
53;DF;1983;;;;;5.332;;45.5;14.03;;3.46;7.21;;;;;
53;DF;1984;;;;;3.89;;37.87;12.41;;2.77;5.57;;;;;
53;DF;1985;;;;;5.05;;62.7;18.25;;2.97;10.95;;;;;
53;DF;1986;;;;;6.555;;56.42;17.46;;4.25;10.5;;;;;
53;DF;1987;;;;;7.592;;70.5;22.38;;4.4;14.57;;;;;
53;DF;1988;;;;;4.291;;71.0;20.86;;3.89;10.83;;;;;
53;DF;1989;37.55;;;;3.05;0.63;76.8;21.73;23.54;2.91;11.95;;24.1;;;42.0
53;DF;1990;49.85;;;;6.34;2.34;99.4;29.69;31.58;4.94;17.83;;34.5;;;56.45
53;DF;1991;56.78;;;;7.65;2.76;112.7;30.54;40.5;6.25;19.61;;37.8;;;56.86
53;DF;1992;46.2;;;;4.97;1.87;92.9;25.84;32.43;4.69;16.51;;32.3;;;48.75
53;DF;1993;59.16;;;;8.01;3.1;117.4;33.05;43.39;5.63;21.64;;41.7;;;62.63
53;DF;1994;58.57;;;;7.18;3.72;117.1;32.59;45.47;5.64;22.69;;43.2;;;61.67
53;DF;1995;63.92;;;;9.73;2.98;125.6;36.19;51.42;6.31;25.55;;49.9;;;68.57
53;DF;1996;57.96;;;;8.834;3.37;113.09;33.76;45.11;5.49;23.88;;45.9;;;66.64
53;DF;1997;62.43;;;;6.96;3.07;127.53;32.66;46.08;4.91;23.02;;44.6;;;76.15
53;DF;1998;59.83;;;;8.02;3.49;117.93;32.91;50.39;5.4;24.64;;47.5;;;63.16
53;DF;1999;61.14;;;;9.021;3.31;118.22;33.45;48.27;5.85;23.05;;44.4;;;61.7
53;DF;2000;60.02;5.6;100.66;1.29;5.42;2.11;118.49;34.07;49.25;3.76;24.85;51.34;37.92;21.94;10.58;63.04
53;DF;2001;65.26;5.72;99.67;1.41;7.9;2.23;126.72;33.04;52.85;3.93;23.6;50.91;39.86;19.79;9.47;62.47
53;DF;2002;60.23;5.89;87.99;2.35;8.68;2.53;115.45;29.87;48.94;4.36;21.86;45.59;38.99;17.59;9.23;55.92
53;DF;2003;65.26;7.21;103.86;2.39;7.23;3.48;127.31;33.88;54.76;5.27;25.66;52.79;49.83;20.13;10.33;63.01
53;DF;2004;62.19;6.64;92.17;1.36;7.18;2.41;120.89;31.16;51.35;4.32;22.17;47.28;40.19;21.67;10.37;58.58
53;DF;2005;56.96;4.83;87.27;2.4;5.21;2.03;112.06;28.16;44.8;3.81;19.37;43.86;31.3;16.46;8.84;54.61
53;DF;2006;55.82;5.58;84.33;1.56;6.79;2.61;107.92;27.69;42.67;3.88;18.25;43.15;39.16;14.81;7.55;53.64
53;DF;2007;59.65;5.8;84.48;2.22;5.91;2.17;116.68;29.21;48.72;4.26;21.01;43.54;33.85;19.24;9.96;56.43
53;DF;2008;67.29;7.72;96.03;1.17;9.3;2.88;128.81;31.75;53.34;4.86;22.64;49.77;53.46;20.34;9.74;63.01
53;DF;2009;70.57;8.09;99.52;2.32;9.43;3.19;135.43;33.83;60.72;5.64;25.55;51.96;51.36;21.31;10.88;66.45
53;DF;2010;60.05;6.6;89.5;2.38;8.26;3.06;115.03;30.58;50.35;4.8;22.47;46.55;43.05;16.54;8.74;58.05
53;DF;2011;64.48;8.02;101.47;2.42;9.65;3.15;122.67;34.56;52.97;5.66;25.17;53.25;48.32;17.57;9.22;64.87
53;DF;2012;66.69;7.79;103.26;1.73;9.28;2.96;127.5;36.02;55.72;5.43;27.37;54.14;50.05;15.94;8.13;67.47
53;DF;2013;59.24;8.94;92.31;1.72;8.68;2.71;112.59;30.0;48.66;5.42;21.26;49.22;43.6;12.02;6.39;57.27
53;DF;2014;57.04;5.95;86.01;1.95;6.39;2.06;110.25;29.55;48.85;4.11;22.12;43.83;31.08;18.68;9.61;57.85
53;DF;2015;47.58;5.45;66.77;2.06;5.36;1.62;91.68;25.46;38.61;3.91;16.78;34.75;23.43;21.49;11.18;49.36
53;DF;2016;50.43;5.72;64.74;1.74;7.25;2.06;95.35;25.53;41.43;4.26;17.33;34.48;37.02;22.4;11.29;49.37
53;DF;2017;39.67;3.48;50.39;1.9;4.076;1.64;76.56;20.07;31.24;3.02;13.19;25.97;27.82;20.49;10.41;39.23
53;DF;2018;32.77;3.77;42.12;2.9;3.69;1.29;63.18;17.82;25.39;3.56;11.06;22.54;22.79;18.02;9.92;32.28
53;DF;2019;29.3;3.85;40.37;2.72;4.93;1.28;55.06;15.92;20.29;3.51;8.52;21.12;26.29;14.41;8.16;28.47
53;DF;2020;29.32;2.1;34.75;2.34;3.2;1.0;55.54;14.82;19.28;2.2;8.11;17.8;23.36;18.49;10.0;28.47
53;DF;2021;21.44;2.78;30.33;2.83;2.07;0.93;40.29;12.95;35.15;2.86;6.23;16.14;11.96;12.08;7.21;23.87
32;ES;1980;;;;;5.179;;36.29;15.07;;3.59;6.03;;;;;
32;ES;1981;;;;;8.91;;47.06;17.17;;4.09;6.29;;;;;
32;ES;1982;;;;;3.746;;42.86;16.68;;3.03;5.37;;;;;
32;ES;1983;;;;;6.126;;41.2;16.77;;3.51;5.42;;;;;
32;ES;1984;;;;;6.31;;42.98;18.02;;4.05;6.77;;;;;
32;ES;1985;;;;;5.31;;49.7;19.91;;3.69;9.14;;;;;
32;ES;1986;;;;;6.382;;55.92;20.65;;5.4;8.76;;;;;
32;ES;1987;;;;;5.989;;59.1;22.45;;4.35;9.7;;;;;
32;ES;1988;;;;;8.977;;75.2;27.7;;6.14;10.84;;;;;
32;ES;1989;48.42;;;;8.01;2.32;89.2;33.87;24.97;6.01;15.83;;28.9;;;61.2
32;ES;1990;52.52;;;;10.88;2.9;94.6;34.63;29.41;6.91;16.47;;30.0;;;62.27
32;ES;1991;55.58;;;;9.62;2.45;102.2;37.22;30.82;7.29;18.19;;33.9;;;67.2
32;ES;1992;48.02;;;;10.31;2.34;86.2;31.81;26.07;6.43;14.45;;26.5;;;57.13
32;ES;1993;66.91;;;;12.88;2.44;121.7;40.69;38.25;7.47;20.57;;38.7;;;73.91
32;ES;1994;65.95;;;;10.39;3.34;122.3;42.5;38.27;7.86;21.73;;40.1;;;76.94
32;ES;1995;71.45;;;;14.21;3.79;129.5;41.41;43.58;8.81;21.89;;40.0;;;74.16
32;ES;1996;72.56;;;;13.677;4.47;131.18;42.49;43.83;8.73;23.58;;42.8;;;75.41
32;ES;1997;99.21;;;;14.99;4.67;194.03;49.63;64.5;8.92;33.47;;62.5;;;115.6
32;ES;1998;112.52;;;;16.6;6.38;205.79;57.85;80.82;11.2;40.1;;74.0;;;102.55
32;ES;1999;96.0;;;;15.076;5.41;174.46;51.87;79.04;8.67;38.15;;71.2;;;90.8
32;ES;2000;81.24;5.89;76.5;2.98;11.55;3.93;148.64;48.14;62.9;7.05;33.68;40.88;79.81;31.64;17.12;82.4
32;ES;2001;84.26;6.49;79.06;4.26;13.12;4.91;152.87;46.02;65.46;8.11;32.3;42.1;8.77;30.51;16.98;80.99
32;ES;2002;99.13;8.29;89.71;3.38;15.94;5.33;179.6;51.35;80.49;9.02;38.14;48.31;9.95;33.76;17.78;90.38
32;ES;2003;93.34;7.39;88.07;5.4;12.12;4.24;171.89;50.12;73.06;8.42;36.27;48.18;81.44;39.32;22.01;88.65
32;ES;2004;96.73;7.32;94.52;4.06;12.82;4.72;177.87;49.08;78.65;8.08;35.44;50.17;8.28;30.41;16.69;87.08
32;ES;2005;92.56;8.83;93.43;3.99;13.54;5.88;168.96;47.0;74.34;8.67;34.88;50.52;9.34;30.95;16.89;84.16
32;ES;2006;99.81;10.06;101.88;5.41;16.13;5.75;180.71;50.86;79.99;10.52;37.35;56.68;81.18;28.88;16.52;90.13
32;ES;2007;101.9;11.16;113.19;3.8;16.25;6.31;184.69;53.33;83.2;10.57;40.67;61.33;95.58;32.14;17.27;95.26
32;ES;2008;112.11;12.27;119.77;3.55;18.24;6.96;202.81;56.38;94.38;10.67;43.29;64.29;98.82;28.66;15.89;97.59
32;ES;2009;117.0;14.49;118.39;3.75;21.89;7.21;208.86;56.92;97.91;11.99;44.39;66.94;94.13;28.97;15.62;97.01
32;ES;2010;104.05;12.23;113.78;3.9;16.16;5.16;188.88;50.98;87.88;9.54;38.69;62.95;60.79;30.23;16.21;87.57
32;ES;2011;100.98;9.87;107.07;4.49;17.81;5.68;181.2;47.14;89.13;9.04;38.12;57.99;67.89;26.03;14.49;80.43
32;ES;2012;97.53;12.25;110.62;2.01;16.82;5.66;175.32;46.59;87.16;8.71;37.31;61.65;64.88;22.84;11.91;79.4
32;ES;2013;99.35;11.12;103.39;4.45;16.45;6.01;179.2;42.25;87.65;9.02;33.6;57.52;65.77;26.92;15.24;75.69
32;ES;2014;96.76;9.58;105.04;3.06;14.21;4.64;176.22;41.42;85.04;7.29;33.26;56.9;74.18;28.98;15.5;75.75
32;ES;2015;83.82;9.29;92.13;2.93;11.33;4.01;153.56;36.9;71.6;7.25;27.81;49.64;69.64;21.63;11.9;66.69
32;ES;2016;71.55;6.61;78.91;2.19;7.64;2.9;133.02;31.96;62.94;5.28;24.36;42.31;48.08;17.26;9.3;58.81
32;ES;2017;85.98;9.51;91.72;3.14;12.2;4.47;156.95;37.87;78.17;7.58;30.55;50.24;67.87;20.91;11.72;68.33
32;ES;2018;62.77;5.96;74.4;2.56;9.23;2.73;114.99;29.33;55.66;4.96;22.43;39.09;62.91;15.42;8.72;52.53
32;ES;2019;57.91;5.78;67.38;1.57;6.93;2.06;107.43;25.95;50.99;4.75;19.43;35.66;39.03;12.32;6.6;46.29
32;ES;2020;72.42;6.08;70.67;2.0;10.9;2.81;132.7;30.24;62.66;4.89;22.88;37.64;67.16;16.09;8.93;56.08
32;ES;2021;63.71;6.56;67.47;3.32;6.81;2.97;119.24;30.49;39.05;5.99;21.71;36.53;40.99;17.58;10.28;55.72
52;GO;1980;;;;;4.985;;27.6;12.15;;3.48;5.85;;;;;
52;GO;1981;;;;;5.84;;44.22;18.78;;4.71;8.4;;;;;
52;GO;1982;;;;;5.878;;43.08;18.38;;3.41;6.9;;;;;
52;GO;1983;;;;;6.703;;43.0;17.95;;3.92;7.11;;;;;
52;GO;1984;;;;;5.37;;34.18;16.29;;3.41;7.0;;;;;
52;GO;1985;;;;;6.17;;35.45;14.82;;3.83;5.98;;;;;
52;GO;1986;;;;;5.832;;37.6;15.53;;3.57;7.89;;;;;
52;GO;1987;;;;;7.471;;42.7;17.4;;4.47;8.23;;;;;
52;GO;1988;;;;;7.125;;50.5;20.93;;4.85;10.6;;;;;
52;GO;1989;29.55;;;;6.97;2.29;52.5;21.02;19.16;4.75;12.22;;21.9;;;37.0
52;GO;1990;26.01;;;;5.33;1.48;47.2;17.33;15.15;2.96;9.67;;17.6;;;31.42
52;GO;1991;32.66;;;;8.29;2.19;57.7;21.2;18.27;5.49;10.95;;19.6;;;36.76
52;GO;1992;27.39;;;;8.28;2.73;47.0;20.15;15.22;6.1;10.15;;17.5;;;34.15
52;GO;1993;25.12;;;;7.98;2.25;42.7;17.6;14.9;4.62;8.99;;15.6;;;30.41
52;GO;1994;28.29;;;;5.54;1.93;51.7;18.25;17.69;4.4;10.42;;18.8;;;32.03
52;GO;1995;26.47;;;;8.18;2.83;45.2;18.2;15.96;6.0;10.19;;17.4;;;30.18
52;GO;1996;27.73;;;;8.559;2.92;48.07;17.32;16.44;5.27;10.39;;17.8;;;30.51
52;GO;1997;26.27;;;;4.91;1.81;49.43;16.04;14.84;4.05;9.29;;16.6;;;34.12
52;GO;1998;24.01;;;;3.51;1.51;43.87;14.84;15.2;3.2;9.15;;16.4;;;26.09
52;GO;1999;29.2;;;;6.988;2.47;51.61;17.59;19.87;4.83;11.01;;19.4;;;29.89
52;GO;2000;36.64;3.65;32.85;4.49;8.69;2.75;64.43;21.9;27.14;5.49;14.25;18.23;48.82;26.19;14.8;36.94
52;GO;2001;38.82;3.96;40.46;3.68;7.63;2.43;69.93;22.81;27.59;4.97;14.7;21.98;45.24;30.11;16.15;39.77
52;GO;2002;45.84;4.55;43.75;4.15;8.04;2.83;83.43;26.29;33.62;5.39;17.14;24.34;41.63;33.44;18.0;46.07
52;GO;2003;45.43;4.81;44.49;3.72;8.45;2.52;82.1;25.37;33.26;5.22;16.36;25.03;45.46;27.97;15.15;44.23
52;GO;2004;51.3;3.89;52.33;5.37;7.46;1.79;94.64;28.21;37.78;5.09;17.94;27.76;26.28;37.16;20.67;49.71
52;GO;2005;51.54;5.04;57.88;3.6;6.76;1.83;95.68;26.12;38.44;4.68;16.67;31.0;28.52;32.27;17.04;47.23
52;GO;2006;50.66;5.53;58.46;3.75;7.31;2.39;93.25;26.33;36.97;4.95;17.17;32.31;35.29;29.36;15.81;47.4
52;GO;2007;51.63;4.68;53.87;4.19;7.38;2.49;94.95;26.04;39.1;4.73;17.87;29.62;41.5;31.39;17.03;47.17
52;GO;2008;58.54;5.85;67.52;3.9;6.96;2.75;108.86;30.66;44.55;5.36;20.55;36.77;49.86;32.05;17.28;54.65
52;GO;2009;58.44;6.24;72.88;3.61;7.52;2.51;107.94;32.09;44.26;5.45;21.26;39.15;46.86;32.75;17.37;57.18
52;GO;2010;64.62;6.9;77.53;3.62;10.26;2.6;117.28;32.96;47.69;5.92;21.94;41.84;41.68;30.19;16.02;58.28
52;GO;2011;70.89;9.9;85.46;4.78;12.38;4.13;127.38;37.36;55.54;8.38;25.97;47.35;52.97;32.73;17.67;64.1
52;GO;2012;89.14;8.75;100.08;5.18;14.85;4.18;160.65;45.38;70.17;7.77;31.76;54.52;58.32;45.01;23.8;80.01
52;GO;2013;93.42;9.33;101.42;5.26;13.61;4.36;170.04;46.24;75.59;8.39;33.23;56.09;61.92;48.99;26.11;83.79
52;GO;2014;91.28;10.07;100.36;5.83;15.35;4.66;164.0;44.26;75.62;8.83;31.49;55.14;78.08;47.17;25.66;79.36
52;GO;2015;93.82;8.62;102.29;5.76;12.1;4.02;171.93;45.34;77.0;7.64;32.69;55.99;73.97;48.1;26.37;82.64
52;GO;2016;96.43;8.46;102.96;4.13;11.67;3.78;177.23;45.34;77.49;7.02;32.0;55.5;68.77;50.31;25.91;83.23
52;GO;2017;91.57;8.77;97.62;4.52;12.887;3.75;166.62;42.8;73.55;7.44;30.34;52.98;51.46;43.09;22.75;77.76
52;GO;2018;82.0;7.01;88.51;4.75;11.16;3.35;150.41;38.65;66.42;6.31;26.87;47.68;69.95;39.46;21.39;71.31
52;GO;2019;67.26;5.08;73.85;3.15;6.97;1.89;125.06;32.1;49.88;4.55;20.76;39.0;29.24;35.45;18.21;60.16
52;GO;2020;70.5;4.05;69.0;2.71;6.58;1.5;133.1;30.6;51.89;3.73;19.55;36.64;26.31;34.1;17.51;57.84
52;GO;2021;53.7;3.9;54.33;3.75;5.73;1.4;100.5;25.14;38.87;3.98;14.04;29.0;26.87;29.51;15.97;46.58
21;MA;1980;;;;;1.292;;6.63;2.7;;0.5;0.72;;;;;
21;MA;1981;;;;;1.089;;11.08;3.56;;0.59;1.33;;;;;
21;MA;1982;;;;;0.356;;11.22;3.51;;0.38;1.49;;;;;
21;MA;1983;;;;;0.873;;9.7;3.86;;0.84;1.32;;;;;
21;MA;1984;;;;;1.03;;11.12;4.25;;0.69;1.94;;;;;
21;MA;1985;;;;;1.18;;7.91;3.66;;0.54;1.67;;;;;
21;MA;1986;;;;;1.322;;18.44;5.75;;0.49;2.31;;;;;
21;MA;1987;;;;;0.812;;18.6;6.27;;0.69;2.53;;;;;
21;MA;1988;;;;;1.118;;20.3;7.33;;0.98;3.01;;;;;
21;MA;1989;13.93;;;;2.04;0.41;26.1;8.64;6.57;1.17;3.7;;7.02;;;16.2
21;MA;1990;15.68;;;;2.63;0.57;29.2;9.14;6.78;1.31;4.01;;7.49;;;17.07
21;MA;1991;17.57;;;;4.11;0.84;31.5;9.53;9.13;2.17;4.12;;7.43;;;17.0
21;MA;1992;12.24;;;;1.94;0.59;22.8;8.57;5.59;1.2;4.19;;7.76;;;15.97
21;MA;1993;12.35;;;;2.21;0.38;22.9;7.74;5.09;1.29;3.4;;6.37;;;14.22
21;MA;1994;10.04;;;;0.87;0.23;19.5;6.08;4.8;0.92;2.34;;4.45;;;11.29
21;MA;1995;12.6;;;;2.72;0.37;22.8;7.36;5.75;1.52;3.12;;5.85;;;13.25
21;MA;1996;11.61;;;;2.024;0.45;21.04;6.95;6.06;1.18;3.58;;6.7;;;12.55
21;MA;1997;11.21;;;;2.45;0.71;20.77;6.29;4.81;1.73;2.79;;4.82;;;13.58
21;MA;1998;9.34;;;;1.93;0.33;16.14;5.19;4.56;1.11;2.43;;4.54;;;9.25
21;MA;1999;7.3;;;;0.932;0.25;13.18;4.84;2.91;0.99;1.88;;3.52;;;8.35
21;MA;2000;11.05;1.1;10.41;0.547;2.05;0.41;19.72;6.42;3.78;1.09;2.57;5.8;11.68;9.7;4.6;11.0
21;MA;2001;17.0;1.63;17.74;2.08;2.92;0.64;30.61;9.82;6.89;1.81;3.86;9.82;15.75;13.63;7.14;17.26
21;MA;2002;16.9;1.38;20.74;0.875;1.48;0.46;31.87;10.44;6.44;1.29;4.36;11.05;12.15;13.87;6.7;18.98
21;MA;2003;22.92;2.49;26.24;1.45;3.32;0.88;42.02;13.54;9.63;2.25;5.98;14.25;13.39;17.02;8.6;23.98
21;MA;2004;21.36;1.84;25.51;1.18;2.71;0.74;39.63;12.32;10.52;1.7;5.9;13.46;13.26;12.32;6.27;22.14
21;MA;2005;27.03;2.06;30.7;1.01;3.2;0.66;50.48;15.32;14.6;1.83;8.01;16.34;10.42;20.0;9.61;28.24
21;MA;2006;27.59;2.4;30.98;1.01;3.16;0.75;51.72;15.67;13.4;2.08;7.75;16.76;13.99;21.34;10.09;28.69
21;MA;2007;32.37;2.05;38.5;1.54;3.23;0.71;61.27;17.99;18.34;1.93;9.84;20.05;11.53;21.07;10.32;33.42
21;MA;2008;36.94;2.76;42.78;1.44;3.84;0.76;69.92;20.25;21.11;2.45;11.07;22.7;12.49;19.87;10.02;37.19
21;MA;2009;40.07;2.64;45.8;2.33;3.93;0.96;76.22;21.96;23.68;2.6;12.33;24.07;16.23;22.24;11.1;40.34
21;MA;2010;43.41;3.83;49.14;2.24;5.38;1.24;81.57;23.1;24.89;3.46;12.59;26.25;12.35;20.86;10.51;42.71
21;MA;2011;42.77;4.13;49.05;2.53;5.72;1.5;80.07;23.94;26.86;3.84;14.2;26.27;15.53;28.9;14.33;44.07
21;MA;2012;50.03;3.54;54.37;2.28;4.39;1.19;96.1;26.47;34.32;3.32;17.16;28.82;21.02;28.68;14.44;49.74
21;MA;2013;62.04;3.97;66.36;3.13;6.01;1.68;118.72;31.84;41.86;3.79;20.56;35.16;21.93;29.06;15.22;60.3
21;MA;2014;69.91;4.67;74.17;3.18;6.57;2.16;133.95;35.94;51.3;4.37;24.64;39.14;35.26;36.79;18.96;67.98
21;MA;2015;67.28;4.09;71.31;4.2;5.96;1.91;129.31;35.31;51.82;4.23;24.88;37.48;34.02;41.93;21.98;66.9
21;MA;2016;65.09;4.77;71.43;3.31;5.87;2.38;125.06;34.63;46.88;4.51;23.37;37.88;44.78;37.62;19.62;65.34
21;MA;2017;59.85;3.9;67.71;1.73;5.244;1.58;115.08;31.14;44.24;3.58;21.18;34.95;26.15;26.34;13.57;59.3
21;MA;2018;52.57;3.84;59.2;1.51;4.66;1.4;101.22;28.17;37.6;3.42;18.25;31.36;25.44;26.7;13.26;53.37
21;MA;2019;43.12;3.23;49.32;2.73;5.3;1.22;81.39;24.08;30.52;3.17;15.18;26.18;21.06;26.4;14.09;45.33
21;MA;2020;52.13;4.22;59.45;2.48;5.47;1.85;98.37;29.55;40.45;3.86;20.33;31.89;31.37;33.29;17.39;56.08
21;MA;2021;50.04;3.75;56.34;2.59;5.0;1.95;94.77;27.94;77.0;3.59;20.22;29.98;39.17;34.3;16.94;53.17
31;MG;1980;;;;;2.553;;22.54;8.7;;1.97;3.48;;;;;
31;MG;1981;;;;;3.574;;20.63;8.17;;2.38;2.76;;;;;
31;MG;1982;;;;;2.996;;19.66;8.01;;2.25;2.51;;;;;
31;MG;1983;;;;;2.964;;15.7;7.2;;1.97;2.42;;;;;
31;MG;1984;;;;;3.32;;18.46;7.93;;2.45;3.07;;;;;
31;MG;1985;;;;;3.14;;18.51;7.11;;2.23;2.64;;;;;
31;MG;1986;;;;;2.545;;18.03;7.13;;1.96;2.58;;;;;
31;MG;1987;;;;;2.613;;17.9;6.86;;1.87;2.28;;;;;
31;MG;1988;;;;;2.773;;18.1;6.81;;1.95;2.3;;;;;
31;MG;1989;12.58;;;;3.07;0.6;22.2;7.94;5.14;2.18;2.82;;5.05;;;13.8
31;MG;1990;11.87;;;;2.86;0.63;21.0;7.59;5.48;1.89;3.18;;5.77;;;13.38
31;MG;1991;12.22;;;;2.7;0.54;21.8;7.83;6.08;2.0;3.28;;6.04;;;13.72
31;MG;1992;10.77;;;;2.76;0.63;18.8;7.11;5.17;1.92;3.07;;5.51;;;12.33
31;MG;1993;11.74;;;;2.67;0.83;20.9;7.5;6.19;2.22;3.31;;5.82;;;12.85
31;MG;1994;11.43;;;;3.2;0.6;19.6;6.85;5.57;2.06;2.82;;5.05;;;11.63
31;MG;1995;12.19;;;;2.23;0.55;22.1;7.36;7.0;1.74;3.68;;6.82;;;12.92
31;MG;1996;12.87;;;;3.469;1.03;21.99;7.56;7.25;2.2;3.88;;6.76;;;13.12
31;MG;1997;14.08;;;;3.21;0.84;25.08;7.97;8.23;2.1;4.31;;7.83;;;16.89
31;MG;1998;16.03;;;;3.54;0.89;28.67;8.84;10.09;2.33;5.06;;9.3;;;15.49
31;MG;1999;16.5;;;;4.103;0.84;28.74;9.23;8.58;2.54;4.19;;7.58;;;15.69
31;MG;2000;23.08;2.91;26.61;2.04;4.34;1.26;41.28;12.06;17.81;2.72;8.12;14.67;20.08;11.84;6.73;20.52
31;MG;2001;24.5;2.67;30.29;1.84;4.04;1.03;44.35;13.05;18.68;2.57;8.59;16.27;19.22;14.67;7.92;23.18
31;MG;2002;31.33;3.35;39.69;2.34;4.7;1.5;57.12;16.32;24.09;3.1;11.17;21.46;24.6;17.21;9.34;29.13
31;MG;2003;42.79;4.22;49.0;3.1;6.95;2.09;77.47;20.85;34.64;3.92;15.17;26.76;33.84;22.31;12.26;37.26
31;MG;2004;48.69;4.66;55.4;2.34;7.13;2.27;88.89;22.84;40.8;3.86;17.14;29.82;36.41;24.28;12.7;41.3
31;MG;2005;46.34;4.11;51.75;3.03;6.13;2.09;85.2;21.95;38.4;3.86;16.11;27.88;31.33;23.58;12.76;40.18
31;MG;2006;45.18;4.5;49.99;2.86;7.1;2.07;81.9;21.44;37.34;3.98;15.79;26.72;33.48;25.74;13.63;39.13
31;MG;2007;43.92;4.72;48.12;2.72;6.71;2.2;79.87;20.92;35.86;4.07;15.48;26.43;35.57;23.94;12.74;38.14
31;MG;2008;41.32;4.1;46.09;2.73;7.25;1.74;74.25;19.59;33.07;3.78;13.88;24.78;31.4;21.74;11.66;35.65
31;MG;2009;38.76;4.41;41.72;2.76;6.43;1.96;70.01;18.68;30.94;4.0;12.99;22.81;34.51;21.98;11.76;33.62
31;MG;2010;36.93;4.68;42.11;2.88;7.07;1.94;65.79;18.6;28.76;4.04;12.53;23.1;28.24;18.32;10.15;32.31
31;MG;2011;42.75;5.15;49.51;3.29;7.42;2.16;76.89;21.6;34.79;4.48;15.21;26.95;26.95;23.58;12.9;37.68
