cod;nome;período;de-homens-por-armas-de-fogo;de-jovens-homens;de-jovens-mulheres;de-jovens-por-armas-de-fogo;de-jovens;de-mulheres-por-armas-de-fogo;homens-nao-negros;homens-negros;homens;homicidios;mulheres-nao-negras;mulheres-negras;mulheres;nao-negros;negros;por-armas-de-fogo
17;TO;1991;43.0;30;3;17.0;33.0;3.0;;;83.0;92.0;;;9.0;;;46
17;TO;1992;37.0;21;2;14.0;23.0;3.0;;;60.0;67.0;;;5.0;;;40
17;TO;1993;24.0;30;7;12.0;37.0;3.0;;;81.0;93.0;;;12.0;;;27
17;TO;1994;25.0;42;8;12.0;50.0;5.0;;;95.0;109.0;;;13.0;;;30
17;TO;1995;32.0;35;4;15.0;39.0;3.0;;;72.0;77.0;;;5.0;;;35
17;TO;1996;43.0;48;5;23.0;53.0;6.0;0.0;0.0;105.0;126.0;0.0;0.0;21.0;0.0;0.0;49
17;TO;1997;46.0;40;7;26.0;47.0;4.0;21.0;29.0;93.0;112.0;3.0;4.0;19.0;24.0;33.0;50
17;TO;1998;65.0;41;10;30.0;51.0;13.0;33.0;53.0;110.0;129.0;4.0;12.0;19.0;37.0;65.0;78
17;TO;1999;64.0;57;11;38.0;68.0;6.0;43.0;60.0;121.0;137.0;3.0;9.0;16.0;46.0;69.0;70
17;TO;2000;477.0;81;5;57.0;86.0;8.0;52.0;103.0;160.0;176.0;5.0;10.0;16.0;57.0;113.0;97
17;TO;2001;470.0;79;10;60.0;89.0;11.0;60.0;126.0;189.0;212.0;9.0;14.0;23.0;69.0;140.0;131
17;TO;2002;440.0;73;9;43.0;82.0;7.0;39.0;110.0;150.0;170.0;4.0;16.0;20.0;43.0;126.0;83
17;TO;2003;520.0;80;7;47.0;87.0;5.0;37.0;144.0;182.0;204.0;5.0;17.0;22.0;42.0;161.0;98
17;TO;2004;476.0;91;8;47.0;99.0;6.0;45.0;135.0;180.0;198.0;4.0;14.0;18.0;49.0;149.0;100
17;TO;2005;427.0;80;8;39.0;88.0;6.0;35.0;133.0;169.0;190.0;6.0;15.0;21.0;41.0;148.0;78
17;TO;2006;402.0;113;8;50.0;121.0;6.0;34.0;171.0;207.0;229.0;4.0;18.0;22.0;38.0;189.0;85
17;TO;2007;488.0;83;11;33.0;94.0;8.0;29.0;164.0;196.0;226.0;2.0;26.0;28.0;31.0;191.0;88
17;TO;2008;541.0;111;11;55.0;122.0;10.0;37.0;177.0;216.0;237.0;4.0;17.0;21.0;41.0;194.0;98
17;TO;2009;623.0;120;15;64.0;135.0;12.0;47.0;208.0;258.0;289.0;8.0;23.0;31.0;55.0;231.0;128
17;TO;2010;534.0;160;18;68.0;178.0;9.0;38.0;250.0;293.0;327.0;3.0;30.0;34.0;41.0;280.0;131
17;TO;2011;613.0;137;23;78.0;160.0;13.0;51.0;252.0;311.0;361.0;11.0;36.0;49.0;62.0;288.0;158
17;TO;2012;682.0;165;17;97.0;182.0;18.0;50.0;266.0;330.0;379.0;9.0;40.0;49.0;59.0;306.0;178
17;TO;2013;554.0;126;23;65.0;149.0;12.0;60.0;235.0;307.0;349.0;7.0;31.0;40.0;67.0;267.0;146
17;TO;2014;601.0;173;14;101.0;188.0;13.0;64.0;267.0;342.0;381.0;6.0;29.0;35.0;71.0;296.0;176
17;TO;2015;465.0;227;16;152.0;243.0;13.0;92.0;342.0;454.0;503.0;8.0;39.0;48.0;100.0;381.0;276
17;TO;2016;485.0;263;18;182.0;281.0;14.0;87.0;426.0;532.0;577.0;10.0;30.0;45.0;97.0;456.0;312
17;TO;2017;376.0;282;21;195.0;303.0;18.0;96.0;407.0;517.0;557.0;7.0;30.0;38.0;103.0;437.0;318
17;TO;2018;308.0;278;18;191.0;296.0;19.0;81.0;430.0;520.0;570.0;9.0;36.0;47.0;90.0;466.0;321
17;TO;2019;237.0;211;13;150.0;224.0;16.0;73.0;337.0;420.0;456.0;3.0;32.0;36.0;76.0;369.0;250
17;TO;2020;232.0;231;15;164.0;246.0;16.0;70.0;370.0;448.0;484.0;6.0;29.0;35.0;76.0;399.0;278
17;TO;2021;178.0;199;12;135.0;211.0;14.0;57.0;333.0;401.0;441.0;13.0;22.0;39.0;70.0;355.0;253
